distance_to_merchant,hour_of_day,is_weekend,budget_utilization,merchant_regret_rate,dwell_time,purchase_occurred
65,17,1,0.024846995768751823,0.4327398843621355,343,0
200,23,0,0.6223301802326837,0.18451569432186865,254,0
212,6,1,0.346540126546922,0.5023130109466803,37,0
188,5,1,0.985993829525359,0.9195338489197411,562,1
70,9,1,0.33046887890634247,0.005739012458071846,384,0
424,11,1,0.9342572912307917,0.10063403762466427,109,0
489,20,0,0.4987910535006653,0.3602882306428635,519,0
325,8,0,0.43229819052529206,0.4049976563850638,593,0
467,22,0,0.43428212372487707,0.37742970474758575,295,0
76,15,0,0.32876008210395835,0.6881331871090807,315,0
454,1,0,0.5632261218689144,0.6419987696054111,534,0
75,22,0,0.4956763472307305,0.955071682756929,227,1
88,11,1,0.28288825486855274,0.03702037411642356,483,0
236,11,1,0.7931080875537392,0.788651273541698,194,0
101,7,0,0.8196313861665724,0.6455112996250819,335,0
158,18,0,0.6871139257131177,0.9274693770051861,342,0
319,8,1,0.12643528917875912,0.562649159893835,398,0
47,14,1,0.36093142653322874,0.12542261891032858,121,0
417,20,0,0.2726699215763424,0.8945348663135307,497,0
397,0,1,0.3072731623922791,0.04743632044107293,61,0
2,5,1,0.6473743796775655,0.2851033698421994,361,0
70,10,0,0.8808879829692848,0.9767118555026891,403,1
97,10,0,0.801140882803162,0.6227782965910613,510,0
107,22,1,0.18852767863308517,0.8933683223841312,106,0
30,2,1,0.10708556573411887,0.5319202788152866,388,0
411,6,1,0.30238358733018844,0.22447016464450786,394,0
27,0,1,0.7103515508478209,0.5401488503970483,142,0
117,23,0,0.9459348655498513,0.9568779244890837,427,1
487,21,1,0.525167672330712,0.11319128579609306,546,0
434,23,1,0.5088318821602583,0.03301751083340054,37,0
217,22,1,0.60272861761839,0.5529749305146844,439,0
208,5,1,0.279935634638369,0.8632195663402612,236,0
440,15,0,0.1501782029311577,0.6918579922454235,316,0
152,2,0,0.17182377570255636,0.5767133607328008,242,0
75,5,1,0.5656110635472882,0.793788654855298,589,0
275,12,0,0.683487769862061,0.6297239982121843,503,0
31,17,1,0.21371937315951384,0.5341050443691582,296,0
454,19,0,0.03643668739498296,0.30034307010901706,465,0
162,21,1,0.1608377952979736,0.8355498831767274,255,0
105,23,0,0.056059160448586276,0.5195343041239773,572,0
242,4,0,0.2967627303767225,0.24871175947652147,514,0
254,21,1,0.5100599658571979,0.17587201231435834,300,0
367,8,1,0.8382704497544238,0.7989876450813397,469,1
133,17,1,0.5422702208280703,0.7216810789109899,136,0
381,17,0,0.31084024695330326,0.5020107465466888,579,0
166,6,1,0.233092216223034,0.7277151431278572,508,0
473,9,0,0.08315158386797816,0.3611344083770305,208,0
416,9,1,0.8536591462719847,0.8714012856215121,104,1
270,2,0,0.7865401378485415,0.480687099942366,174,0
210,19,0,0.9594245650643681,0.5382637228627009,33,0
245,1,0,0.6072804464310951,0.3603201870729399,488,0
249,6,1,0.3594654598254412,0.06006882409343739,58,0
415,15,0,0.741268377426454,0.5913418771547208,30,0
76,3,1,0.7184021157244036,0.034510011441277855,78,0
201,20,1,0.5377948261188764,0.4010582397051947,564,0
117,8,1,0.5996032835566625,0.5898398523081868,524,0
408,2,1,0.08859693305622185,0.903315056440752,358,0
298,4,0,0.09352063871326488,0.6327604647178404,332,0
161,20,0,0.6017497419055622,0.45959698139346283,169,0
453,6,0,0.2741097558051001,0.4363274064694582,205,0
286,10,1,0.798783360281615,0.8837068647174054,428,0
191,14,0,0.170856693472499,0.5034633214875069,357,0
123,16,0,0.8488660055426451,0.25729826638974496,163,0
165,2,0,0.4853822957230828,0.41106246857011197,378,0
282,8,1,0.11004877035981031,0.457027470818522,267,0
10,0,0,0.9855408833153919,0.11019490916492791,416,0
313,7,1,0.21740446385621515,0.6068537415030244,407,0
59,14,1,0.6375141932263722,0.7225831402456188,321,0
28,19,0,0.47307885451573795,0.4827593462599724,444,0
380,3,1,0.04461610805435423,0.7809907656469935,562,0
437,2,0,0.026584299330470573,0.024356940199226518,285,0
4,0,0,0.10181618542435578,0.2557546373756894,596,0
325,21,1,0.8728022148184317,0.9717545196340991,410,1
198,2,1,0.8903198135748455,0.9327227676986496,133,1
127,7,1,0.9524034268122243,0.8894617516034554,407,1
206,16,1,0.9978036489341675,0.0619826589088569,76,0
175,7,1,0.5832494401177889,0.049593305021141565,336,0
480,16,1,0.769799259673106,0.2203036461341058,515,0
263,4,1,0.5241538165643438,0.1556487909968839,593,0
150,20,0,0.4738049025968424,0.63970464364747,473,0
299,2,1,0.8217825806755609,0.3507725660236509,189,0
439,21,1,0.46525064645099334,0.14093769090778618,77,0
475,13,1,0.571495730429309,0.7172953164625726,407,0
105,1,0,0.9693096191322674,0.06103815544920321,551,0
223,17,0,0.19319122737609984,0.20637431173284082,140,0
430,23,1,0.8852127794656559,0.3494465893703962,368,0
73,10,1,0.4429298437566901,0.005975553205686768,0,0
0,20,1,0.8852307787221064,0.39579493346978356,223,0
119,1,0,0.47839999600859784,0.1435581233949016,84,0
217,12,0,0.4986015759711595,0.053096178325735544,231,0
384,2,1,0.5670215567594182,0.9286371428709929,218,0
260,20,1,0.032070829539949,0.21222643375641914,546,0
110,6,0,0.21434805557298087,0.9984075261447836,240,0
139,12,0,0.5559436477597521,0.8592918901744692,377,0
249,8,1,0.8534762340619436,0.2664626529167331,581,0
157,14,1,0.21555319217137814,0.9371764648038089,343,0
449,15,0,0.003226034923424548,0.38542901567182863,316,0
60,5,0,0.7503619306793116,0.14838556636670386,485,0
274,17,1,0.4406362127444656,0.38084153160332623,289,0
97,3,0,0.939810168535273,0.22268719566515993,106,0
484,12,1,0.7809539282107246,0.8825030831523035,157,0
479,20,1,0.6971786715492073,0.32752994103132116,422,0
27,9,1,0.9515877473910692,0.20671691966241057,228,0
73,12,1,0.06482006225597015,0.4647261115633572,423,0
133,11,0,0.8152341564928763,0.7288018671518972,145,1
415,13,1,0.5056304069095792,0.6421112279505902,241,0
389,4,1,0.9473309231594217,0.8955179609195006,424,1
395,12,1,0.15731081781060652,0.04448057616202106,219,0
410,7,0,0.7625908232688118,0.1778988382256268,394,0
491,22,1,0.048404493235356894,0.7073898251174245,593,1
200,11,1,0.9975535289619955,0.7158391625625428,394,1
87,3,0,0.0010366173522523559,0.2642158998276465,490,0
437,21,0,0.6812808650295248,0.5753782640396886,48,0
178,4,0,0.9413086357757134,0.7033024674406959,530,1
368,11,0,0.8779536285433043,0.6759266314821909,403,0
15,8,1,0.07811511009213523,0.8692965827718886,486,1
282,10,1,0.5407687705455955,0.8382999816715749,562,0
422,12,0,0.5968069231473736,0.02858352680426024,526,0
236,3,0,0.8756623761957095,0.25970373998334717,236,0
146,3,1,0.7779571050186908,0.8748937021848945,397,0
222,21,0,0.14244041154908427,0.7106925571518211,95,1
467,23,0,0.34385832807184336,0.7738112491217459,367,1
224,14,1,0.7323542881031434,0.7460752922004046,443,0
163,6,0,0.16000235305046695,0.09994212187211204,46,0
474,4,0,0.2598100996460534,0.9309466828008901,52,0
352,2,0,0.5024560752436867,0.029104857855774102,117,0
337,8,0,0.7889518412871689,0.9719007476706992,430,0
401,4,0,0.6139404027867751,0.4831025782943438,276,0
310,3,1,0.339999282239413,0.9432309958884134,80,0
99,5,0,0.8550877869200179,0.8134454655007411,409,1
58,17,1,0.5935970882685111,0.02429125164127577,383,0
355,19,1,0.8387961455802555,0.23156201868299386,119,0
225,8,0,0.44084860549049343,0.22807753976989298,265,0
330,20,0,0.8552750880724492,0.1886194293023724,71,0
263,19,1,0.07803936208044915,0.8409367587836993,590,0
96,2,1,0.222348490793144,0.36022608231614994,440,0
450,10,0,0.3376927194250985,0.7244596233768406,302,0
264,10,0,0.7764104323676417,0.6774176580272778,525,0
438,16,1,0.5619036916167787,0.536413834288934,11,0
321,10,1,0.9708841664224783,0.9726779474771172,533,1
1,3,1,0.9881107216555955,0.4329921997955811,584,0
191,21,0,0.15160094857471296,0.06800708528893018,263,0
418,2,0,0.2839123148989825,0.5715939402403847,140,0
421,20,1,0.5173968584535827,0.966374009146405,289,0
376,21,1,0.6221942815283673,0.14442670176160088,559,0
396,23,1,0.2917417090961525,0.1237392618639307,238,0
396,8,0,0.5530297520920292,0.07477058357656419,209,0
493,1,0,0.26797932259812873,0.5273413080431844,356,0
393,6,1,0.682503643624954,0.43678791782445403,388,0
180,11,0,0.8690567407874958,0.5859679905124254,228,0
48,8,1,0.9473718452011605,0.8843388065632698,256,1
288,23,0,0.7261204240982545,0.8252706619123608,573,0
492,5,0,0.8485300134403915,0.4587139999169463,209,0
243,21,0,0.6794854430701616,0.19017046717355446,78,0
374,6,0,0.583717354517228,0.3938372919187204,23,0
127,8,0,0.026915862496521448,0.040845007357980356,104,0
435,20,1,0.47721802614498254,0.5925603092880396,59,0
112,4,1,0.73094586327324,0.2913669226355362,398,0
211,19,0,0.07936598901056069,0.5971836610218803,434,0
317,21,0,0.9764254575452316,0.5796744233154593,211,0
164,21,0,0.3303114391634743,0.6500657238731123,69,0
330,9,0,0.6437523953567628,0.5885036953194918,215,0
210,23,0,0.2798841180889856,0.16857482686709568,182,0
189,6,1,0.20326425250561764,0.5138371590249616,166,0
295,2,1,0.21359322853428042,0.2443345472149855,276,0
350,13,0,0.6490183207513218,0.1728304267808295,252,0
166,23,1,0.7899423574787847,0.7411809121386064,38,0
308,6,0,0.8897772095203444,0.21637926281840314,90,0
431,13,0,0.38988370778262005,0.15950744021755436,90,0
249,0,0,0.021549385106387597,0.5764921580085228,201,0
193,19,0,0.24602144471810594,0.7641970792157067,448,0
96,19,1,0.37867822839146925,0.1991042929753395,13,0
67,17,1,0.9776441980233779,0.2176726345688239,596,0
344,2,1,0.12760442809557715,0.3207047111124517,336,0
450,20,0,0.2647943916042901,0.37854264011509375,387,0
368,11,1,0.35026026658146026,0.8892482670121926,587,0
245,19,0,0.7993315478696673,0.3354427571764963,268,0
216,7,1,0.059178496512710566,0.3997737792869961,140,0
490,14,1,0.28664587940432507,0.2663641758305315,336,0
376,16,0,0.9273789343326676,0.006014537730855363,342,0
144,5,0,0.8920324406712137,0.9138889253912095,518,1
26,1,1,0.5712462885104922,0.6250090602234302,8,0
176,4,0,0.002685641930336824,0.008884774020102237,365,0
480,21,1,0.19848059447726873,0.7040305059656958,482,1
6,0,1,0.20552471785531468,0.6624802855843909,113,0
370,1,1,0.30985111113187436,0.23039093905414143,507,0
365,18,0,0.8026642003565597,0.8908934975915819,157,1
403,7,1,0.5371070236246331,0.3356125123307212,573,0
2,20,1,0.306218866694288,0.24776934102730175,116,0
21,14,1,0.6296432937677994,0.4697149659307376,515,0
418,2,1,0.4353714845425378,0.048218706434970726,349,0
164,19,1,0.26622291000449294,0.36523195934590325,330,0
405,18,1,0.35118495542992645,0.5932422433511477,402,0
241,20,1,0.7193293447141667,0.028385393970222106,61,0
14,9,1,0.5462307544158053,0.7531896823744719,170,0
155,15,1,0.2648073144804065,0.2702101623670341,60,0
49,12,0,0.08878988444334868,0.9533096399681764,486,0
71,12,0,0.40398363006483407,0.9220495724577666,318,0
391,17,0,0.6701806538103692,0.10176976500238177,408,0
333,17,0,0.9345285251288921,0.6912320324014345,534,0
396,20,1,0.9278259888059287,0.023495716851223314,395,0
335,22,0,0.6904392943985759,0.8834516049363562,281,1
242,6,1,0.4644268351650278,0.5856554848948461,525,0
418,7,1,0.38092102192261845,0.4658958025773021,93,0
302,15,1,0.11091129292205837,0.17339681217340086,486,0
470,10,0,0.7271268228850517,0.0923890353608835,384,0
173,14,0,0.7210327822812359,0.20199673399315532,0,0
248,4,0,0.034028130464682005,0.6557850960657249,65,0
99,19,1,0.31813274438867856,0.5893158213920577,129,0
343,19,1,0.7773806413912673,0.7391620411440405,455,0
464,1,1,0.6839733258981175,0.696743584767121,2,0
488,10,0,0.5358696161932239,0.4148440126879146,282,0
345,23,0,0.48950305788648385,0.6630971269449651,415,0
395,14,0,0.13805434601716893,0.9098857083234411,30,0
431,0,0,0.2907240001079814,0.6754054905542547,502,0
225,22,0,0.9646959889644803,0.6486513498157526,190,0
154,0,0,0.22427121262341154,0.8506839949096,253,0
141,15,0,0.680902855995756,0.8608315738806935,253,0
219,5,0,0.43405831040716236,0.5310532898631961,377,0
149,6,1,0.4854854326479816,0.33998119608336075,375,0
225,7,1,0.23290632599989147,0.6485751614211297,560,0
469,0,0,0.8546982236000604,0.9902053349908605,200,1
61,17,0,0.922068244115274,0.836880692636714,485,1
171,6,1,0.5075398787028838,0.3726141690583593,303,0
319,20,0,0.9379661026273743,0.9106192549836942,536,1
390,11,0,0.36718003963241597,0.5344732712722103,248,0
365,0,1,0.6175599077480832,0.1898054043685411,301,0
177,5,1,0.6058042158661968,0.08998446722997344,498,0
428,6,0,0.3394621881211046,0.5272557185731959,285,0
404,4,1,0.7912775071654788,0.6133187683345164,178,0
414,0,0,0.4754988839460005,0.9657262004301256,16,0
436,2,1,0.9469914959562856,0.5571125227641318,475,0
496,21,0,0.8190858315212364,0.8214248140652806,59,1
148,3,1,0.4553224561708389,0.10496272720115896,142,0
239,7,0,0.5814431380299316,0.9580554969375015,500,0
114,5,0,0.7891965835350931,0.2204880646671068,364,0
9,13,1,0.720670364356396,0.7373778352059857,100,1
118,14,0,0.9996971860411975,0.9747169519398328,94,1
415,10,1,0.7395271445980127,0.2595036870126216,171,0
270,0,1,0.18970921050021605,0.3584703067750298,365,0
407,23,0,0.7529177276531569,0.5684786364152874,350,0
177,16,1,0.5385655848091233,0.21941334766178955,593,0
460,20,0,0.3661516089121484,0.9961117119339481,124,0
310,2,1,0.20035559573715112,0.8831982575845032,316,0
454,7,0,0.12409517331558473,0.7047849135064865,397,0
386,1,1,0.9491630725789393,0.3236268735060518,340,0
333,13,0,0.966423709744062,0.7464259165313413,27,1
181,14,0,0.05586496177822342,0.04468555988512901,309,0
485,19,0,0.9332789566391059,0.05438972177249568,301,0
298,5,1,0.8971036027424781,0.9965935695270336,571,1
20,13,1,0.504774814789316,0.5895620680699731,36,0
166,16,1,0.9557302431424807,0.09880004270449916,135,0
463,23,0,0.8518296366365975,0.044523435172771464,98,0
325,9,0,0.5820305870787178,0.01493593301371643,437,0
462,12,0,0.9874613242031406,0.1703336752472202,196,0
253,14,1,0.08370031240947329,0.44844770705699655,184,0
374,17,1,0.20454645295366247,0.22510111770071328,111,0
92,7,1,0.059141366908808335,0.44179525081031834,370,0
74,6,1,0.5343870930760797,0.5206872124426452,599,0
77,18,1,0.2623224795356863,0.04935718041365755,237,0
485,4,1,0.10439651295724317,0.33826980895237424,240,0
181,4,1,0.7005798903165005,0.890175870055613,553,0
346,19,0,0.34022340438291965,0.031978994667374305,311,0
162,7,1,0.4298958410726994,0.5346858639891241,531,0
420,1,0,0.05474301173292484,0.4726721808782961,182,0
477,12,0,0.892893324126917,0.44179195875688704,234,0
498,20,0,0.2082304728580634,0.41676586077620925,412,0
476,2,0,0.4626627689434242,0.42102130849403474,473,0
394,8,1,0.7411788901107113,0.08531826773959017,412,0
279,16,1,0.27145818202668726,0.755481134867749,224,0
307,22,1,0.6089823521694308,0.927250708104008,183,0
83,12,0,0.6147843912793994,0.6313340954513627,586,0
392,20,1,0.7231026101470642,0.6556143129910028,124,0
211,14,0,0.8760126072298534,0.440614048539292,543,0
107,20,0,0.5015998510320671,0.2616458615896896,476,0
185,21,1,0.6567026691477904,0.9451450173098243,264,1
95,8,0,0.35361187260892346,0.3260274670691863,102,0
119,21,1,0.8157269513860891,0.003844553410036311,302,0
436,11,0,0.8659360520897337,0.015049796899688994,142,0
382,3,1,0.7618775620258961,0.9983832085076938,546,0
217,17,0,0.830817329565965,0.2888200582258126,395,0
236,15,0,0.30022900991434054,0.16276129049490318,450,0
356,4,1,0.3735641516668138,0.3234314211387366,522,0
446,17,0,0.7857825061190443,0.33006314024883154,531,0
468,18,1,0.7758398568859468,0.27841838507111116,2,0
272,0,0,0.5627646029574064,0.015486233320995968,66,0
130,23,1,0.7094241891017286,0.9892248771936419,246,1
401,17,0,0.6778362204310304,0.9194801472499015,381,0
160,13,0,0.5636936494894915,0.9343732385105995,82,0
439,6,0,0.15624353920042822,0.37405436894335764,339,0
356,6,1,0.9651038220294689,0.4269374506829975,435,0
209,11,1,0.3268452719301205,0.42463264970917847,120,0
344,9,1,0.14807208430533847,0.711594917713903,46,0
22,13,0,0.1802159130646086,0.4280354543444618,35,0
453,8,0,0.38227267233166917,0.11037733808103378,531,0
490,23,0,0.3010492450043003,0.39842309380019325,568,0
393,13,0,0.7328356279864379,0.45078797119534,1,0
351,10,1,0.39514219911575954,0.9886322372959125,121,0
423,13,1,0.9585631408588801,0.2941130243746336,98,0
398,14,1,0.8690264478677467,0.024479761639738196,288,0
355,16,0,0.7685401247996192,0.08424374434475823,247,0
213,12,0,0.975975743663995,0.25066729870040105,93,0
375,2,1,0.9261844875149361,0.1950510079258887,265,0
142,3,1,0.27721353135264704,0.015725534304522726,304,0
120,21,1,0.6109513415139345,0.921366195292058,418,0
420,21,1,0.14311132419771155,0.5196701915458231,42,0
283,18,1,0.7123866928897551,0.8818539505984481,529,0
285,3,1,0.45528363620394485,0.7094600114107097,3,0
145,4,1,0.5036916580141358,0.7760537522676948,137,0
3,1,1,0.18965284877169186,0.5660061059281869,419,0
412,11,0,0.8908890686098823,0.162195446267293,221,0
265,5,1,0.7054115109502893,0.5225184827647602,451,0
372,10,0,0.8815198820163953,0.8617655973854743,152,1
35,6,0,0.9769795536287517,0.2731681433014672,521,0
476,6,1,0.821649110657142,0.4520861073355482,92,0
221,2,0,0.7067804651289508,0.05093144538073813,338,0
52,15,0,0.7030072569076782,0.3621099371769859,356,0
368,21,0,0.21983326726272612,0.8018059462581874,387,0
22,18,1,0.3921273464320377,0.4122940665512368,560,0
2,23,1,0.0005341855956481067,0.7056429106483905,549,1
402,21,1,0.23226335569727308,0.813743121665484,53,1
372,2,0,0.4022840979828437,0.16379763926409519,403,0
84,18,0,0.5000555957739434,0.349553394888939,262,0
406,18,1,0.34386287161679197,0.0002232530824962664,378,0
4,17,0,0.575925491615861,0.6928855441710333,340,0
241,9,0,0.1405159958741734,0.43113516876665714,572,0
414,6,0,0.550088428289947,0.8432626642382226,243,0
397,2,1,0.4787798844555373,0.8196177803066003,270,0
418,19,1,0.5980964414038809,0.7307904365078675,92,0
139,19,1,0.12682374688932352,0.9394436434637238,315,0
288,17,1,0.16783462554673545,0.6894049814193345,552,0
266,13,1,0.422451764721534,0.4365209073737849,87,0
184,0,1,0.5001819029883714,0.17084420951714363,38,0
317,10,1,0.6003161505159722,0.02905344658465192,511,0
132,14,1,0.39476132160192645,0.1989446535327678,122,0
338,22,1,0.7444209698327238,0.895559873935402,257,0
355,21,1,0.9902000613845764,0.132882833921803,341,0
195,6,1,0.892814897291913,0.6089008725006424,499,0
53,18,0,0.6255381694668793,0.20622498826422875,224,0
167,22,1,0.8310985227815537,0.9424787398246124,216,1
132,10,1,0.544851196505693,0.6831069360398008,6,0
427,1,0,0.38682845760150986,0.5772797834413474,442,0
457,20,0,0.6353940008244193,0.39328393942791395,84,0
285,22,1,0.16600561913720424,0.7684432190064863,281,1
422,19,0,0.30676520089600623,0.5053031657459341,189,0
107,0,1,0.752165986160964,0.7490876083808614,6,0
258,10,1,0.3946796075534512,0.11574904250536333,411,0
45,21,0,0.5219641898699163,0.8281087375331652,539,1
359,7,0,0.9077283240366122,0.8234046796630904,155,1
181,10,0,0.510777757474485,0.8642430193705056,280,0
244,14,0,0.1908628488129448,0.4551778829628311,156,0
25,1,1,0.9144779337786785,0.11580256166067449,346,0
244,6,0,0.4256015980996063,0.4519975656229194,596,0
437,2,0,0.39494810245070733,0.005557324318647416,74,0
472,13,1,0.2962670892075475,0.4151016784180459,557,0
153,21,1,0.24035926311440736,0.9412496422189603,524,1
207,7,1,0.5884744085707964,0.9924950528418853,393,0
56,3,0,0.7739690427113474,0.3035430201178364,296,0
425,5,1,0.3749894433251961,0.29692951747190455,550,0
409,5,1,0.6573470871836972,0.4908084375385209,235,0
95,5,0,0.031697788172633024,0.8342761081089813,502,0
370,16,0,0.052796842868063076,0.886470715949096,96,0
223,14,0,0.6964455207461896,0.005305267339229758,222,0
7,16,1,0.6185311541122294,0.06073124502231442,164,0
171,8,0,0.5159682011062761,0.02939377182925551,329,0
6,8,0,0.0640132761191875,0.9920447781142421,349,0
87,5,0,0.5238837417869715,0.5469775943209274,166,0
235,12,0,0.7835707446749444,0.05296676306070924,447,0
57,21,1,0.06605909518792441,0.5379521088893852,34,0
258,13,0,0.4560906506860102,0.25567732864158077,503,0
135,23,1,0.10798253533387892,0.8912490499554802,271,1
214,20,0,0.8993900850700149,0.8562763691435773,90,1
331,18,0,0.4831661644336219,0.6300617505775169,571,0
26,18,0,0.8711738139251384,0.2215717261279716,14,0
477,14,0,0.2625605226451335,0.3920090513963119,457,0
266,9,0,0.18557625674746614,0.1257060560465807,354,0
179,14,1,0.29802830539620995,0.8335052089872812,546,0
303,11,1,0.3969727628413491,0.7164806661067233,432,0
233,7,1,0.7957024613130934,0.692020780768451,292,0
277,9,1,0.12406783595332083,0.27225982741065224,138,0
423,17,1,0.26641937823307227,0.07298953042241851,151,0
447,12,1,0.9165930600531297,0.0009090919298074818,184,0
278,16,0,0.5897828009969018,0.30348638380059156,238,0
211,13,0,0.17464464634685317,0.47063348266903404,76,0
379,7,0,0.251997587787281,0.36553976729799165,563,0
381,6,0,0.01855121134415827,0.9002745965237706,155,0
86,19,0,0.47048362952175615,0.7785587659539737,375,0
293,17,0,0.8508352893265725,0.0032329866374093408,25,0
243,2,1,0.22179587668474532,0.8868432280527807,330,0
433,16,1,0.546386042701352,0.41177589609299514,467,0
453,11,0,0.9315282870557762,0.7231462095491025,70,1
102,13,0,0.32147560964520683,0.1315714689181816,513,0
277,5,1,0.8719347761764814,0.4658634743759985,200,0
471,0,1,0.10968244829919027,0.1834427669937302,284,0
306,8,0,0.955618578345095,0.44462527287580056,212,0
198,18,0,0.06269433238998989,0.11405773591301627,596,0
167,15,0,0.36506756065015744,0.6897898050926314,433,0
169,13,1,0.16903622840265964,0.670362507384983,257,0
230,19,0,0.7192298070442723,0.60898394702637,334,0
211,10,1,0.7187352744160492,0.42607454883931584,443,0
116,22,0,0.03118414101961975,0.8909712933107616,195,1
24,13,1,0.5669040498693988,0.9748216732628358,22,0
421,12,1,0.2652682296105797,0.9521545644136762,66,0
372,20,1,0.8478752971952892,0.7699144671192593,93,1
361,13,1,0.5521553364454379,0.20190537943213904,48,0
243,3,1,0.12402036409605333,0.9196517353707018,64,0
399,4,0,0.054107284995656424,0.5498086840452842,260,0
156,13,0,0.7003777319566394,0.23377309255878176,113,0
129,21,1,0.428703496796918,0.5813623696412558,497,0
442,17,1,0.8766798528933816,0.9238298766799402,595,1
156,14,1,0.9750897664317354,0.40281335591892775,428,0
497,7,1,0.5930633014269677,0.08173985409414697,401,0
115,23,0,0.9408782982253833,0.4533048528529525,404,0
472,16,1,0.49933450566024484,0.4692818757673738,435,0
281,15,0,0.6394460857269816,0.8585800843994785,222,0
182,17,0,0.4112191314996372,0.8858708893720199,214,0
35,7,0,0.3233631540516819,0.5378415634986949,52,0
422,0,1,0.20182625667463516,0.5908286036724848,107,0
459,9,0,0.41378511735222445,0.3604240916260245,24,0
343,14,0,0.6850949885127199,0.8417792344823332,245,0
131,19,0,0.07815203930280967,0.28909495154032894,458,0
329,5,0,0.5548550223409343,0.4099961166204249,287,0
103,11,0,0.7951131851569163,0.4639801027795546,127,0
263,23,1,0.07452835120829637,0.21279229473908634,225,0
447,11,0,0.5778400685912727,0.8843504997926387,454,0
440,3,1,0.06717839837188855,0.25926148552109285,566,0
252,17,0,0.07989112155531874,0.8295080217703966,478,0
52,18,0,0.10594869410595331,0.5106811302907319,571,0
303,14,0,0.08225053844702646,0.4914656936025219,272,0
265,13,0,0.3584314345308619,0.2245685966740334,53,0
301,5,1,0.5120783759907339,0.4575026675504372,157,0
405,10,1,0.4751336989088345,0.6877805947115708,555,0
109,19,1,0.47725328258808386,0.4822748824521236,149,0
367,21,0,0.4261195800798282,0.22933923065719986,473,0
172,18,0,0.9046975763816204,0.2522682223974885,135,0
74,2,0,0.044459812896454176,0.7942889758268382,410,0
56,4,1,0.4247442190064801,0.3956950121367455,114,0
235,18,0,0.7511761003112114,0.4348128182722234,502,0
337,17,0,0.23345638934642732,0.796574112107996,394,0
319,15,0,0.8964237905956614,0.2657151221861569,548,0
425,9,0,0.012892275666908981,0.2291852375272445,10,0
203,5,0,0.2764965147166254,0.9969529870495538,333,0
214,6,0,0.5330434302897348,0.6140941033551696,2,0
148,6,0,0.0632064887410605,0.1429222339114251,381,0
294,1,0,0.9229396153389682,0.7583499153841379,576,1
4,23,1,0.4199064598529355,0.55350891020164,56,0
128,4,0,0.0909876996672141,0.4548983072948698,153,0
261,11,1,0.9768490817408206,0.4034191612345668,141,0
366,11,0,0.9826056001654515,0.296178011184156,465,0
379,5,0,0.9437197805209797,0.0036847837491608137,150,0
116,14,0,0.05065193526379863,0.947873320262876,182,0
232,4,0,0.3006855777401912,0.024438154440448168,184,0
406,0,0,0.036368601380486365,0.7600368508028911,131,0
225,13,0,0.15141979202308675,0.6145082537694768,134,0
270,15,0,0.025630501851280574,0.9838113565230485,538,0
279,16,0,0.5924806219125174,0.9173294544736816,169,0
6,0,1,0.3076070597977596,0.171564108905643,47,0
310,6,0,0.3112676613357832,0.33766095971801546,373,0
177,13,1,0.3964854742630154,0.5293208761204173,552,0
450,22,1,0.5449553981982139,0.7484410384042972,379,0
295,9,0,0.6189460928833848,0.5539366283373728,182,0
205,3,1,0.5819386993731063,0.7823225666394568,266,0
353,0,1,0.2612799075866836,0.5277766430478226,149,0
63,11,0,0.21531991955561736,0.19535003530580075,67,0
174,11,1,0.32121446799603504,0.34870857478858674,211,0
88,23,1,0.13991523222536628,0.37530328435191973,69,0
294,3,1,0.056120734724149246,0.05799954492831505,284,0
199,2,1,0.5729973705576643,0.9974979303858295,518,0
85,5,0,0.37376413830517197,0.8419041579682827,39,0
457,9,1,0.10557575372518713,0.8900567590883646,409,0
218,9,1,0.6142666120137533,0.27104719642181263,23,0
121,12,0,0.13352778027849688,0.20605906585820855,222,0
250,10,0,0.16624281748816938,0.09261443980807549,363,0
66,16,1,0.4838630651471566,0.8781889427134714,454,0
494,21,0,0.35841033758606,0.6818258334163494,254,0
477,1,1,0.8557611864991235,0.4187217638327574,171,0
71,20,1,0.32218329696054737,0.8772044735084893,539,0
288,20,1,0.45781660284284187,0.09067054060326984,44,0
274,4,0,0.680337475996898,0.08399506881473962,111,0
16,16,0,0.002675889236673501,0.4651267289023233,495,0
456,22,0,0.3086006036081026,0.19433930600016291,339,0
14,22,1,0.5848350010570844,0.4768642042633179,435,0
314,15,1,0.9243629230601375,0.2945000992346325,292,0
403,14,1,0.9196305817805067,0.8441053031776609,253,1
463,12,0,0.8702519527948323,0.5265608144172845,16,0
325,6,0,0.9417546950248564,0.5521314309452114,432,0
151,20,0,0.08241291570965437,0.6734234319133283,247,0
174,23,1,0.866752923154332,0.2581233811329645,398,0
149,2,0,0.6328660581903495,0.2977935404721148,64,0
54,1,1,0.9866312906150341,0.4402220911693677,172,0
322,13,1,0.6568345261212878,0.9121876538837217,410,0
411,6,1,0.5573856601088988,0.1510207907565786,170,0
166,11,0,0.8775022200116362,0.5065913767197966,469,0
288,18,1,0.027843152646880642,0.9606366791930401,149,0
256,3,0,0.6519833092749767,0.5257570771360702,452,0
87,8,1,0.45115231468125305,0.09039638126065119,267,0
199,1,0,0.3829553454769917,0.8242225372658721,500,0
126,5,1,0.33986652562053776,0.3997905596581486,456,0
38,18,0,0.28752715650227423,0.18186825919304617,352,0
456,11,1,0.45908900215615,0.42909976380402925,350,0
